,Planet Name,ID,FeatureName,FeatureType,Planetary Feature,Latitude of Center of Planetary Feature,Longitude of Center of Planetary Feature,Size of Planetary Feature(km)
1710,Mars,1906.0, Falun , crater ,AA,-23.959375,335.329624,10.007
1709,Mars,1902.0, Faith , crater ,AA,42.923797,348.171332,5.30253
1708,Mars,1864.0, Eudoxus , crater ,AA,-44.517086,212.777287,98.5112
1707,Mars,1850.0, Espino , crater ,AA,-19.690379,110.336104,12.0463
1717,Mars,1978.0, Flaugergues , crater ,AA,-16.7988,19.2218,236.063
1706,Mars,1846.0, Esk , crater ,AA,45.207807,352.977488,3.66723
1704,Mars,1841.0, Escalante , crater ,AA,0.193144,115.392269,75.2591
1703,Mars,1778.0, Ely , crater ,AA,-23.616691,332.700945,10.4332
1702,Mars,1771.0, Ellsley , crater ,AA,36.2885,276.695679,10.9369
1701,Mars,1764.0, Elim , crater ,AA,-80.170322,96.798355,43.6256
1700,Mars,1756.0, Elath , crater ,AA,45.872319,346.396507,13.2333
1699,Mars,1750.0, Ejriksson , crater ,AA,-19.200787,186.174279,46.6304
1698,Mars,1739.0, Eil , crater ,AA,41.728568,350.257796,5.55839
1697,Mars,1729.0, Eger , crater ,AA,-48.2946,308.132,12.2548
1696,Mars,1718.0, Eddie , crater ,AA,12.323825,142.195802,86.3772
1705,Mars,1844.0, Escorial , crater ,AA,76.893963,304.960475,22.2356
1673,Mars,1499.0, Dese , crater ,AA,-45.412155,329.386975,13.1416
1761,Mars,2289.0, Gusev , crater ,AA,-14.530808,175.524373,158.125
1763,Mars,2309.0, Hadley , crater ,AA,-19.2625,156.973,115.458
1828,Mars,2933.0, Karpinsk , crater ,AA,-45.573133,327.849933,28.843
1827,Mars,2920.0, Kantang , crater ,AA,-24.440614,342.423989,52.4369
1826,Mars,2918.0, Kansk , crater ,AA,-20.524467,342.734125,33.3512
1825,Mars,2911.0, Kanab , crater ,AA,-27.201281,340.996717,14.5457
1824,Mars,2909.0, Kampot , crater ,AA,-41.783006,314.407659,13.2341
1823,Mars,2908.0, Kamloops , crater ,AA,-53.451114,327.395089,63.9622
1822,Mars,2905.0, Kamativi , crater ,AA,-20.5037,99.9934,58.8103
1821,Mars,2893.0, Kakori , crater ,AA,-41.4901,330.14792,28.0878
1820,Mars,2892.0, Kaj , crater ,AA,-27.045062,330.61385,1.82651
1819,Mars,2890.0, Kaiser , crater ,AA,-46.193993,19.108605,201.669
1818,Mars,2885.0, Kagul , crater ,AA,-23.733524,340.972875,9.1323
1817,Mars,2880.0, Kachug , crater ,AA,18.14934,107.588713,4.857
1816,Mars,2863.0, Jumla , crater ,AA,-21.2928,86.4411,49.2282
1815,Mars,2843.0, Jones , crater ,AA,-18.884014,340.174931,90.1079
1814,Mars,2841.0, Joly , crater ,AA,-74.500564,317.314371,76.9931
1813,Mars,2837.0, Johnstown , crater ,AA,-9.80406,308.934383,3.36266
1812,Mars,2833.0, Jodrell , crater ,AA,47.468946,132.304052,3.02106
1811,Mars,2828.0, Jijiga , crater ,AA,25.107274,306.047659,16.1566
1810,Mars,2826.0, Jezža , crater ,AA,-48.420177,322.07826,9.22147
1829,Mars,2937.0, Karshi , crater ,AA,-23.277531,340.679639,21.5188
1830,Mars,2938.0, Kartabo , crater ,AA,-40.848623,307.54336,19.411
1831,Mars,2941.0, Kasabi , crater ,AA,-27.7715,89.058818,41.0914
1832,Mars,2943.0, Kashira , crater ,AA,-27.087013,341.693261,65.7974
1852,Mars,3051.0, Kirs , crater ,AA,-26.305387,340.556501,3.46108
1851,Mars,3044.0, Kipini , crater ,AA,25.858229,328.435411,67.2571
1850,Mars,3042.0, Kinkora , crater ,AA,-24.949027,112.876,51.0877
1849,Mars,3036.0, Kinda , crater ,AA,-25.688013,254.84884,14.0415
1848,Mars,3034.0, Kin , crater ,AA,20.199601,326.618406,8.0968
1847,Mars,3031.0, Kimry , crater ,AA,-20.1433,343.676688,20.6435
1846,Mars,3027.0, Kifrī , crater ,AA,-45.639176,305.691626,13.8925
1845,Mars,3017.0, Khurli , crater ,AA,-20.944256,112.958288,8.7809
1844,Mars,3011.0, Kholm , crater ,AA,-7.207375,317.995126,11.0787
1809,Mars,2817.0, Jen , crater ,AA,39.883376,349.425682,8.88058
1843,Mars,3004.0, Khanpur , crater ,AA,20.72939,102.002616,2.67927
1841,Mars,2991.0, Kepler , crater ,AA,-46.693846,140.979813,228.235
1840,Mars,2986.0, Kem' , crater ,AA,-44.936202,327.033519,3.62332
1839,Mars,2977.0, Keeler , crater ,AA,-60.691839,208.755419,90.1903
1838,Mars,2972.0, Kayne , crater ,AA,-15.495096,173.559603,33.8218
1837,Mars,2967.0, Kaw , crater ,AA,16.401645,104.281893,10.7175
1836,Mars,2964.0, Kaup , crater ,AA,22.6349,326.83647,3.20592
1835,Mars,2958.0, Katoomba , crater ,AA,-79.010929,127.808959,51.2357
1834,Mars,2947.0, Kasra , crater ,AA,21.975602,103.631569,3.45703
1833,Mars,2944.0, Kasimov , crater ,AA,-24.63,337.0602,87.1818
1842,Mars,2995.0, Keul' , crater ,AA,45.9886,122.225431,5.80569
1762,Mars,2294.0, Gwash , crater ,AA,38.960601,356.839014,4.7479
1808,Mars,2815.0, Jeans , crater ,AA,-69.637725,154.18186,73.6028
1806,Mars,2801.0, Janssen , crater ,AA,2.69283,37.609361,153.633
1781,Mars,2544.0, Holmes , crater ,AA,-74.8552,66.5497,114.06
1780,Mars,2540.0, Holden , crater ,AA,-26.04,325.981,152.665
1779,Mars,2517.0, Hipparchus , crater ,AA,-44.452336,208.79515,94.8127
445,Mercury,2678.0, Imhotep , crater ,AA,-17.971098,322.519636,159.0
1778,Mars,2479.0, Herschel , crater ,AA,-14.48,129.893,297.918
1777,Mars,2466.0, Herculaneum , crater ,AA,19.306837,301.345839,34.7124
1776,Mars,2452.0, Henry , crater ,AA,10.7899,23.4465,167.569
1775,Mars,2439.0, Helmholtz , crater ,AA,-45.3974,338.727,111.257
1774,Mars,2415.0, Heinlein , crater ,AA,-64.481487,116.309571,85.3425
1773,Mars,2550.0, Hope , crater ,AA,44.835434,349.70376,7.2649
1772,Mars,2401.0, Heaviside , crater ,AA,-70.5042,264.784,83.284
1771,Mars,2377.0, Hartwig , crater ,AA,-38.6588,344.137,99.3324
1770,Mars,2360.0, Harad̦ , crater ,AA,-27.455419,331.993544,8.06232
1769,Mars,2345.0, Handlová , crater ,AA,37.685089,271.414209,4.38985
1768,Mars,2338.0, Hamelin , crater ,AA,20.252304,327.248004,9.74039
1767,Mars,2336.0, Ham , crater ,AA,-44.673433,327.503433,1.59159
1766,Mars,2331.0, Halley , crater ,AA,-48.3415,300.733,83.7182
1765,Mars,2322.0, Hale , crater ,AA,-35.68789,323.638428,137.311
1764,Mars,2320.0, Haldane , crater ,AA,-52.745072,129.257626,76.7454
1782,Mars,2547.0, Honda , crater ,AA,-22.397576,343.604941,9.26089
1783,Mars,2549.0, Hooke , crater ,AA,-44.9207,315.604,137.654
1784,Mars,2561.0, Houston , crater ,AA,48.225635,135.947078,1.9827
1785,Mars,2570.0, Huancayo , crater ,AA,-3.637277,320.234133,24.344
1805,Mars,2792.0, Jampur , crater ,AA,38.714167,278.450664,27.8955
1804,Mars,2790.0, Jama , crater ,AA,21.394587,306.819947,2.90409
1803,Mars,2787.0, Jal , crater ,AA,-26.249488,331.236561,4.80794
1802,Mars,2775.0, Izendy , crater ,AA,-28.88252,258.561775,22.2563
1801,Mars,2737.0, Isil , crater ,AA,-27.0173,87.9329,77.1232
1800,Mars,2715.0, Irharen , crater ,AA,34.490378,140.822,6.48491
1799,Mars,2713.0, Irbit , crater ,AA,-24.343073,335.086227,12.7284
1798,Mars,2703.0, Inuvik , crater ,AA,78.58768,331.681645,20.5234
1797,Mars,2700.0, Ins , crater ,AA,24.488039,108.899889,2.77687
1807,Mars,2807.0, Jarry-Desloges , crater ,AA,-9.37489,83.8533,93.3624
1796,Mars,2698.0, Innsbruck , crater ,AA,-6.390586,320.036369,59.0023
1794,Mars,2658.0, Ikej , crater ,AA,20.955443,112.500723,4.51103
1793,Mars,2654.0, Igal , crater ,AA,-20.091459,110.896927,8.8267
1792,Mars,2637.0, Ibragimov , crater ,AA,-25.4316,300.43,86.7662
1791,Mars,2621.0, Hīt , crater ,AA,47.058807,138.349089,7.09089
1790,Mars,2596.0, Huygens , crater ,AA,-13.8819,55.5817,467.254
1789,Mars,2595.0, Huxley , crater ,AA,-62.673713,100.77,106.523
1788,Mars,2593.0, Hutton , crater ,AA,-71.634871,104.6002,91.7415
1787,Mars,2591.0, Hussey , crater ,AA,-53.318023,233.414247,99.7108
1786,Mars,2575.0, Huggins , crater ,AA,-49.0361,155.844,82.6398
1795,Mars,2677.0, Imgr , crater ,AA,19.123256,111.18362,3.42117
1491,Mars,655.0, Becquerel , crater ,AA,21.8922,352.057,165.231
1672,Mars,1495.0, Dersu , crater ,AA,22.635638,308.110078,5.88356
1670,Mars,1478.0, Delta , crater ,AA,-45.960094,320.826583,7.88912
1553,Mars,757.0, Bise , crater ,AA,20.224352,303.16798,9.20796
1552,Mars,751.0, Bira , crater ,AA,25.096955,314.45909,2.70087
1551,Mars,741.0, Bigbee , crater ,AA,-24.777862,325.249276,20.8564
1550,Mars,735.0, Bianchini , crater ,AA,-63.8528,264.71,70.7138
1549,Mars,730.0, Bhor , crater ,AA,41.747442,134.528073,5.72596
1548,Mars,712.0, Berseba , crater ,AA,-4.395859,322.398043,36.8303
1547,Mars,705.0, Bernard , crater ,AA,-23.243934,205.794671,128.1
1546,Mars,694.0, Bentong , crater ,AA,-22.308294,340.956771,10.3209
1545,Mars,693.0, Bentham , crater ,AA,-55.779344,319.44712,11.3636
1544,Mars,687.0, Bend , crater ,AA,-22.4018,332.26489,3.70087
1543,Mars,683.0, Belz , crater ,AA,21.574203,316.772027,10.2102
1542,Mars,680.0, Beltra , crater ,AA,18.011367,102.404134,7.17406
1541,Mars,114.0, Airy , crater ,AA,-5.135658,0.054032,43.0496
1540,Mars,996.0, Canaveral , crater ,AA,46.829564,135.830692,3.17912
1539,Mars,659.0, Beer , crater ,AA,-14.4723,351.831,85.4969
1538,Mars,647.0, Baykonyr , crater ,AA,46.409914,132.678923,3.89929
1537,Mars,638.0, Batoş , crater ,AA,21.503813,330.500673,17.3286
1536,Mars,637.0, Batoka , crater ,AA,-7.552944,323.347156,14.9577
1535,Mars,629.0, Basin , crater ,AA,17.817524,106.999771,15.5268
1554,Mars,758.0, Bison , crater ,AA,-26.305031,330.851921,15.277
1555,Mars,760.0, Bjerknes , crater ,AA,-43.012556,171.48305,88.6392
1556,Mars,771.0, Bland , crater ,AA,18.295169,108.755877,6.62964
1557,Mars,774.0, Bled , crater ,AA,21.584748,328.543619,7.69348
1577,Mars,876.0, Briault , crater ,AA,-9.978432,89.6824,93.0575
1576,Mars,872.0, Bremerhaven , crater ,AA,23.698018,311.358,2.68794
1575,Mars,865.0, Brashear , crater ,AA,-53.8149,240.972,77.4451
1574,Mars,853.0, Bozkir , crater ,AA,-44.138379,327.820934,79.8927
1573,Mars,842.0, Boulia , crater ,AA,-22.885528,111.318883,9.99138
1572,Mars,840.0, Bouguer , crater ,AA,-18.461139,27.266621,107.784
1571,Mars,6138.0, Turbi , crater ,AA,-40.622137,308.545658,30.588
1570,Mars,830.0, Boru , crater ,AA,-24.343128,332.129478,10.873
1569,Mars,821.0, Bordeaux , crater ,AA,23.132698,311.10779,2.00612
1534,Mars,620.0, Barsukov , crater ,AA,7.97267,330.984239,68.4496
1568,Mars,814.0, Bonestell , crater ,AA,41.997868,329.607105,40.6723
1566,Mars,819.0, Bor , crater ,AA,18.168174,326.31751,4.27507
1565,Mars,807.0, Bombala , crater ,AA,-27.6021,106.134,37.1427
1564,Mars,802.0, Bole , crater ,AA,25.354401,306.005356,8.5387
1563,Mars,801.0, Bok , crater ,AA,20.579602,328.396606,7.33889
1562,Mars,795.0, Bogra , crater ,AA,-24.164188,331.195367,21.3087
1561,Mars,791.0, Boeddicker , crater ,AA,-14.821633,162.487334,107.118
1560,Mars,781.0, Bluff , crater ,AA,23.465992,110.029586,6.74511
1559,Mars,780.0, Blois , crater ,AA,23.595209,304.151149,11.5837
1558,Mars,777.0, Blitta , crater ,AA,-25.895198,339.041502,12.9543
1567,Mars,811.0, Bond , crater ,AA,-32.7946,324.060596,104.692
1578,Mars,878.0, Bridgetown , crater ,AA,21.895901,312.921399,1.57228
1533,Mars,612.0, Baro , crater ,AA,-24.803011,110.698107,16.9327
1531,Mars,601.0, Barabashov , crater ,AA,47.325183,291.248495,120.665
455,Mercury,2853.0, Judah Ha-Levi , crater ,AA,10.789667,251.988719,85.0
1509,Mars,397.0, Arta , crater ,AA,21.383013,305.713449,3.96296
1508,Mars,392.0, Arrhenius , crater ,AA,-40.041775,122.705946,122.723
1507,Mars,384.0, Arkhangelsky , crater ,AA,-41.0876,335.21203,116.829
1506,Mars,377.0, Arica , crater ,AA,-23.8006,110.237965,15.7728
1505,Mars,362.0, Argas , crater ,AA,23.328552,309.83161,3.55096
1504,Mars,342.0, Arandas , crater ,AA,42.406121,344.972822,24.7612
1503,Mars,338.0, Arago , crater ,AA,10.2212,29.926219,152.353
1502,Mars,333.0, Apt , crater ,AA,39.880394,350.53009,9.57332
1501,Mars,319.0, Apia , crater ,AA,-37.282984,89.015024,10.0603
1500,Mars,297.0, Antoniadi , crater ,AA,21.3819,60.8311,400.95
1499,Mars,277.0, Aniak , crater ,AA,-31.837783,290.437173,50.9684
1498,Mars,246.0, Amsterdam , crater ,AA,23.002856,312.997099,1.65944
1497,Mars,182.0, Alga , crater ,AA,-24.341421,333.322988,18.7152
1496,Mars,178.0, Alexey Tolstoy , crater ,AA,-47.4389,125.33874,93.0376
1495,Mars,164.0, Albi , crater ,AA,-41.474724,324.992359,9.06697
1494,Mars,139.0, Aktaj , crater ,AA,20.411173,313.510588,5.00537
1493,Mars,131.0, Aki , crater ,AA,-35.464262,299.755822,7.87497
456,Mercury,2987.0, Kenkō , crater ,AA,-21.345922,343.840387,105.0
1510,Mars,517.0, Ayacucho , crater ,AA,38.181875,267.974184,2.58812
1511,Mars,521.0, Ayr , crater ,AA,-38.9832,91.5814,12.74
1512,Mars,525.0, Azul , crater ,AA,-42.07105,317.485387,19.5319
1513,Mars,526.0, Azusa , crater ,AA,-5.481129,319.678369,39.2546
1530,Mars,600.0, Bar , crater ,AA,-25.246755,340.503846,2.056
1529,Mars,596.0, Banh , crater ,AA,19.417,304.502664,14.3955
1528,Mars,595.0, Banff , crater ,AA,17.509742,329.292284,5.00466
1527,Mars,589.0, Bamberg , crater ,AA,39.707233,356.900084,55.7026
1526,Mars,588.0, Bamba , crater ,AA,-3.362534,318.411328,22.5665
1525,Mars,586.0, Balvicar , crater ,AA,16.202434,306.761475,20.3502
1524,Mars,585.0, Baltisk , crater ,AA,-42.26783,305.340261,50.7521
1523,Mars,582.0, Balta , crater ,AA,-23.818173,333.450255,17.2816
1522,Mars,575.0, Baldet , crater ,AA,22.762,65.4819,181.306
1532,Mars,609.0, Barnard , crater ,AA,-61.062865,61.589394,121.106
1521,Mars,571.0, Balboa , crater ,AA,-3.821518,326.122876,21.947
452,Mercury,2638.0, Ibsen , crater ,AA,-24.347165,324.109832,159.0
1519,Mars,563.0, Bak , crater ,AA,18.049263,103.784887,3.13172
1518,Mars,557.0, Bahn , crater ,AA,-3.49629,316.681446,11.9284
1517,Mars,546.0, Bada , crater ,AA,20.348389,309.310823,2.52349
1516,Mars,544.0, Bacolor , crater ,AA,32.99366,118.599553,21.5776
453,Mercury,2804.0, Janáček , crater ,AA,55.715187,205.147463,47.0
1515,Mars,539.0, Bacht , crater ,AA,18.656109,102.698,7.86256
1514,Mars,532.0, Babakin , crater ,AA,-36.0048,288.555,76.664
454,Mercury,14581.0, Gibran , crater ,AA,35.728198,248.562747,106.0
1520,Mars,566.0, Bakhuysen , crater ,AA,-22.972949,15.727806,152.899
1671,Mars,1490.0, Denning , crater ,AA,-17.4277,33.524706,159.715
1579,Mars,884.0, Bristol , crater ,AA,22.090401,313.067948,2.99923
1581,Mars,888.0, Bronkhorst , crater ,AA,-10.703552,304.794116,17.7472
1645,Mars,1307.0, Corby , crater ,AA,42.875546,137.561463,6.61873
1644,Mars,1297.0, Copernicus , crater ,AA,-48.8446,191.172,301.831
1643,Mars,1293.0, Cooma , crater ,AA,-23.686021,251.650061,17.851
1642,Mars,1284.0, Concord , crater ,AA,16.52513,325.979633,20.46
450,Mercury,2975.0, Keats , crater ,AA,-70.313988,203.353587,107.851
1641,Mars,1283.0, Conches , crater ,AA,-4.223679,325.797237,20.8856
1640,Mars,1276.0, Comas Sola , crater ,AA,-19.59,201.488,120.235
1639,Mars,1274.0, Columbus , crater ,AA,-29.293274,194.017949,112.601
1638,Mars,1258.0, Cobres , crater ,AA,-11.6966,206.402,93.7633
1637,Mars,1257.0, Coblentz , crater ,AA,-54.899901,269.691923,101.754
1636,Mars,1255.0, Cobalt , crater ,AA,-25.787753,332.96662,10.528
1635,Mars,1252.0, Cluny , crater ,AA,-23.86461,332.697824,14.8414
1634,Mars,1247.0, Clogh , crater ,AA,20.563284,312.332027,11.204
1633,Mars,1233.0, Clark , crater ,AA,-55.143705,226.796034,97.5033
1632,Mars,1251.0, Clova , crater ,AA,21.465863,307.954853,7.75351
451,Mercury,2584.0, Hun Kal , crater ,AA,-0.455057,339.991144,1.129
1631,Mars,1221.0, Circle , crater ,AA,-22.171706,334.474505,11.7961
1630,Mars,1212.0, Chur , crater ,AA,16.934439,330.694269,4.39172
1629,Mars,1195.0, Chom , crater ,AA,38.5741,357.484948,5.57971
1646,Mars,1319.0, Cost , crater ,AA,14.978681,104.019742,11.0652
1647,Mars,1326.0, Cray , crater ,AA,44.095783,343.881925,6.98273
1648,Mars,1327.0, Creel , crater ,AA,-6.047292,321.148368,9.18945
1649,Mars,1332.0, Crewe , crater ,AA,-24.840869,340.473131,3.68083
1669,Mars,1463.0, Dejnev , crater ,AA,-25.1367,195.359,152.094
1668,Mars,1460.0, Dein , crater ,AA,38.207599,357.486504,25.5213
1667,Mars,1451.0, Deba , crater ,AA,-23.954856,342.700135,8.79808
1666,Mars,1447.0, de Vaucouleurs , crater ,AA,-13.312669,170.996063,302.265
1665,Mars,1431.0, Dawes , crater ,AA,-9.1062,38.0584,185.322
1664,Mars,1418.0, Darwin , crater ,AA,-56.97056,340.848935,176.384
1663,Mars,1416.0, Darvel , crater ,AA,17.783031,308.98985,22.3618
1662,Mars,1403.0, Dank , crater ,AA,21.955983,106.9972,8.28639
1661,Mars,1398.0, Dana , crater ,AA,-72.492339,327.205939,88.492
1628,Mars,1193.0, Choctaw , crater ,AA,-41.185646,322.757415,23.9594
1660,Mars,1394.0, Daly , crater ,AA,-66.294511,336.88333,79.7175
1658,Mars,1378.0, Daan , crater ,AA,-40.476396,91.577994,12.2238
1657,Mars,1377.0, Da Vinci , crater ,AA,1.466799,320.735287,96.3037
1656,Mars,1375.0, Cádiz , crater ,AA,23.146382,310.972119,1.37809
1655,Mars,1351.0, Curie , crater ,AA,28.78316,355.249199,111.106
1654,Mars,1346.0, Cue , crater ,AA,-35.835376,93.228402,10.5417
1653,Mars,1342.0, Cruz , crater ,AA,38.463391,358.033697,5.32607
1652,Mars,1341.0, Cruls , crater ,AA,-42.912513,163.025645,87.8922
1651,Mars,1338.0, Crommelin , crater ,AA,5.07761,349.863,110.083
1650,Mars,1335.0, Crivitz , crater ,AA,-14.55066,174.788959,6.19458
1659,Mars,1383.0, Daet , crater ,AA,-7.287943,318.204151,10.5751
1580,Mars,886.0, Broach , crater ,AA,23.513952,303.105504,11.3075
1627,Mars,1188.0, Chive , crater ,AA,21.681941,303.986693,9.09655
1625,Mars,1185.0, Chinju , crater ,AA,-4.51624,317.856685,65.7091
1600,Mars,995.0, Can , crater ,AA,48.206542,345.414859,8.61956
1599,Mars,992.0, Campos , crater ,AA,-21.798083,332.185813,8.24718
1598,Mars,991.0, Campbell , crater ,AA,-54.2541,165.581,125.26
1597,Mars,988.0, Camiri , crater ,AA,-44.6547,317.828,31.364
1596,Mars,987.0, Camiling , crater ,AA,-0.713903,322.001162,21.9103
1595,Mars,982.0, Camargo , crater ,AA,17.699259,109.641758,4.77235
1594,Mars,970.0, Calbe , crater ,AA,-25.136504,331.127069,13.1433
1593,Mars,969.0, Calamar , crater ,AA,18.27494,305.126759,7.21364
1592,Mars,966.0, Calahorra , crater ,AA,26.456762,321.34904,34.2213
1591,Mars,961.0, Cairns , crater ,AA,23.564706,312.542735,8.73451
1590,Mars,945.0, Byske , crater ,AA,-4.973088,326.048393,12.5617
1589,Mars,942.0, Byrd , crater ,AA,-65.2216,127.83,123.274
1588,Mars,936.0, Butte , crater ,AA,-5.082654,321.085777,12.546
1587,Mars,931.0, Buta , crater ,AA,-23.248706,327.588052,11.2733
1586,Mars,929.0, Burton , crater ,AA,-13.8805,203.669,119.265
1585,Mars,928.0, Burroughs , crater ,AA,-72.289838,117.099214,112.687
1584,Mars,919.0, Bunge , crater ,AA,-33.8171,311.408,70.8332
1583,Mars,915.0, Bulhar , crater ,AA,50.358031,134.518723,18.2364
1582,Mars,901.0, Brush , crater ,AA,21.700059,111.338359,6.48758
1601,Mars,997.0, Canberra , crater ,AA,47.203202,132.661982,3.09921
1602,Mars,1003.0, Cangwu , crater ,AA,41.845561,270.408655,13.6385
1603,Mars,1006.0, Canso , crater ,AA,21.364134,299.379633,26.4163
1604,Mars,1034.0, Cartago , crater ,AA,-23.2527,342.027627,36.5704
1624,Mars,1183.0, Chincoteague , crater ,AA,41.204532,124.116336,34.0309
1623,Mars,1181.0, Chimbote , crater ,AA,-1.423315,320.317071,62.8607
1622,Mars,1177.0, Chia , crater ,AA,1.571007,300.347032,91.9089
1621,Mars,1170.0, Chekalin , crater ,AA,-24.2753,333.191462,87.7847
1620,Mars,1169.0, Chefu , crater ,AA,-22.912175,112.241625,11.2739
1619,Mars,1166.0, Cheb , crater ,AA,-24.196156,340.556728,8.27601
1618,Mars,1164.0, Chauk , crater ,AA,23.353177,304.090548,9.96846
1617,Mars,1162.0, Chatturat , crater ,AA,35.380106,265.056746,7.83956
1616,Mars,1155.0, Charlieu , crater ,AA,38.15444,276.012833,18.6281
1626,Mars,1186.0, Chinook , crater ,AA,22.502227,304.541013,18.1026
1615,Mars,1154.0, Charlier , crater ,AA,-68.560602,191.532205,106.277
1613,Mars,1137.0, Changsŏng , crater ,AA,23.470361,302.660504,33.5428
1612,Mars,1130.0, Chamberlin , crater ,AA,-65.844088,235.708859,120.246
1611,Mars,1119.0, Chafe , crater ,AA,15.101306,102.409799,4.66744
1610,Mars,1112.0, Cerulli , crater ,AA,32.2019,22.1161,114.28
1609,Mars,1094.0, Cañas , crater ,AA,-31.187524,89.858118,41.5236
1608,Mars,1091.0, Caxias , crater ,AA,-28.954255,259.319465,25.8817
1607,Mars,1084.0, Cave , crater ,AA,21.614324,324.360942,8.19703
1606,Mars,1051.0, Castril , crater ,AA,-14.699217,175.300197,2.19394
1605,Mars,1046.0, Cassini , crater ,AA,23.3513,32.1103,408.231
1614,Mars,1141.0, Chapais , crater ,AA,-22.3457,339.446,36.6694
74,Callisto,2624.0, Höldr , crater ,AA,43.9,251.8,68.1
518,Mercury,5801.0, Sōseki , crater ,AA,39.307139,321.225665,92.0
3091,Rhea,5496.0, Sholmo , crater ,AA,12.0,13.6,0.0
3216,Venus,4201.0, Nelike , crater ,AA,-26.8,329.2,6.3
3213,Venus,4441.0, Olivia , crater ,AA,37.2,207.9,10.2
3212,Venus,3775.0, Mbul'di , crater ,AA,23.8,74.7,6.0
675,Mercury,3543.0, Ma Chih-Yuan , crater ,AA,-60.014893,281.991516,197.0
3209,Venus,111.0, Aimee , crater ,AA,16.1,127.2,17.0
3208,Venus,78.0, Afua , crater ,AA,15.5,124.0,10.0
3207,Venus,704.0, Bernadette , crater ,AA,-46.6,285.6,12.8
3206,Venus,699.0, Berggolts , crater ,AA,-63.5,53.0,29.5
2841,Mars,15769.0, Izamal , crater ,AA,3.78,1.62,57.5
3203,Venus,5800.0, Sévigné , crater ,AA,52.6,326.5,29.6
3202,Venus,4104.0, Nadine , crater ,AA,7.8,359.1,18.6
2842,Mars,15777.0, Kalpin , crater ,AA,8.93,141.27,52.0
2843,Mars,15765.0, Banes , crater ,AA,10.76,355.68,41.0
2844,Mars,15766.0, Sera , crater ,AA,8.84,358.95,28.0
2845,Mars,15767.0, Jiji , crater ,AA,8.77,358.26,21.0
2846,Mars,15771.0, Alofi , crater ,AA,9.84,359.98,43.0
2847,Mars,15768.0, Kaporo , crater ,AA,-0.12,14.35,42.7
2848,Mars,15770.0, Yelapa , crater ,AA,3.83,1.13,29.0
2849,Mars,15778.0, Cagli , crater ,AA,4.73,356.45,28.162
3217,Venus,77.0, Aftenia , crater ,AA,49.95,324.0,7.0
3220,Venus,217.0, Amaya , crater ,AA,11.3,89.4,34.5
2840,Mars,15764.0, Wulai , crater ,AA,10.24,0.99,50.5
3228,Venus,108.0, Aigul , crater ,AA,38.2,280.4,6.0
3276,Venus,141.0, Akuba , crater ,AA,9.6,23.0,5.5
3274,Venus,138.0, Aksentyeva , crater ,AA,-42.0,271.9,42.5
3273,Venus,137.0, Akosua , crater ,AA,-58.6,18.1,6.2
3265,Venus,263.0, Andreianova , crater ,AA,-3.0,68.8,66.1
3264,Venus,258.0, Andami , crater ,AA,-17.5,26.5,28.9
